city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,homeowner_tax,rent_amount,property_tax,fire_insurance,total
Sao Paulo,90,3,2,2,1,acept,not furnished,1800,2730,334,35,4899
Sao Paulo,120,3,3,1,5,acept,not furnished,1656,3000,189,39,4884
Sao Paulo,277,3,4,2,17,acept,not furnished,3000,7650,784,97,11530
Porto Alegre,216,3,2,1,23,acept,not furnished,1400,3800,167,56,5423
Sao Paulo,360,4,7,5,7,acept,not furnished,3900,3995,2504,51,10450
Belo Horizonte,110,2,4,2,5,acept,not furnished,690,2700,213,36,3639
Porto Alegre,50,2,1,1,3,acept,furnished,334,1300,16,19,1669
Sao Paulo,98,2,2,2,24,acept,furnished,1650,7500,400,96,9646
Sao Paulo,190,3,3,3,4,not acept,furnished,2000,5000,667,64,7731
Sao Paulo,35,1,1,1,9,acept,not furnished,239,2500,90,32,2861
Sao Paulo,213,4,5,4,18,acept,not furnished,3900,9900,1084,126,15010
Rio de Janeiro,100,3,2,1,7,not acept,not furnished,1100,3000,190,39,4329
Sao Paulo,240,4,4,4,5,acept,not furnished,2700,16000,1667,203,20570
Belo Horizonte,77,2,1,1,2,acept,furnished,400,960,129,13,1502
Sao Paulo,217,3,4,4,17,acept,furnished,2400,14500,910,184,17990
Sao Paulo,218,4,4,3,10,acept,furnished,2347,8400,1105,107,11960
Sao Paulo,31,2,1,0,2,acept,not furnished,0,1040,0,14,1054
Sao Paulo,380,4,7,7,15,acept,not furnished,6000,15000,2500,191,23690
Rio de Janeiro,40,1,2,0,7,acept,not furnished,500,1800,53,24,2377
Sao Paulo,48,1,1,1,12,acept,furnished,766,3800,150,49,4765
Rio de Janeiro,80,2,3,1,12,acept,furnished,850,4500,0,58,5408
Sao Paulo,38,2,1,0,5,acept,furnished,577,3200,50,41,3868
Belo Horizonte,320,4,5,4,6,not acept,not furnished,3480,5000,940,67,9487
Sao Paulo,58,2,2,1,12,not acept,furnished,942,3400,71,44,4457
Rio de Janeiro,210,4,5,2,2,acept,not furnished,2300,8000,850,104,11250
Porto Alegre,50,2,1,1,5,acept,not furnished,188,1180,0,18,1386
Sao Paulo,70,1,1,2,9,acept,furnished,2150,7000,542,89,9781
Sao Paulo,36,1,1,0,4,acept,not furnished,175,1275,0,5,1455
Belo Horizonte,92,3,2,1,1,acept,not furnished,220,1600,0,22,1842
Rio de Janeiro,189,3,2,0,3,acept,not furnished,1371,4500,452,58,6381
Porto Alegre,38,1,1,1,9,acept,not furnished,350,2500,42,37,2929
Sao Paulo,351,3,4,2,17,not acept,furnished,2400,9500,1192,121,13210
Rio de Janeiro,64,2,1,1,4,acept,not furnished,650,2700,120,35,3505
Sao Paulo,31,1,1,1,11,acept,not furnished,478,2400,75,31,2984
Sao Paulo,90,3,2,2,3,acept,not furnished,1100,2450,117,32,3699
Sao Paulo,40,1,1,0,6,acept,not furnished,890,3463,0,32,4385
Sao Paulo,180,3,4,4,4,acept,not furnished,4000,15000,1417,191,20610
Sao Paulo,64,3,1,1,5,acept,not furnished,504,1500,53,20,2077
Sao Paulo,190,3,4,3,1,acept,not furnished,2100,5500,525,70,8195
Rio de Janeiro,180,4,5,3,4,acept,not furnished,1200,10000,725,129,12050
Sao Paulo,73,1,1,0,8,acept,furnished,864,3000,57,39,3960
Sao Paulo,64,2,2,2,4,acept,not furnished,404,2600,75,33,3112
Sao Paulo,65,3,1,1,6,acept,not furnished,461,2530,90,33,3114
Sao Paulo,400,4,5,4,7,acept,not furnished,3240,12800,1345,163,17550
Sao Paulo,48,2,1,1,6,not acept,furnished,582,5470,8,70,6130
Sao Paulo,40,1,1,1,14,not acept,not furnished,642,1700,20,22,2384
Porto Alegre,61,2,1,0,3,not acept,not furnished,400,1445,0,22,1867
Rio de Janeiro,85,2,1,0,1,acept,not furnished,460,1700,58,22,2240
Sao Paulo,347,4,5,4,5,acept,furnished,3500,12000,1500,153,17150
Rio de Janeiro,25,1,1,0,2,acept,not furnished,250,540,0,7,797
Rio de Janeiro,85,2,2,1,2,acept,not furnished,1140,3600,363,47,5150
Sao Paulo,103,3,3,2,3,acept,furnished,1310,6500,448,83,8341
Sao Paulo,42,1,1,1,9,acept,not furnished,600,3600,125,46,4371
Sao Paulo,100,3,2,1,12,acept,not furnished,700,1946,0,7,2653
Sao Paulo,111,1,2,2,9,acept,not furnished,1400,8000,466,102,9968
Porto Alegre,40,1,1,1,2,acept,furnished,300,1500,23,22,1845
Campinas,92,3,2,3,1,acept,furnished,752,2525,0,32,3309
Rio de Janeiro,480,5,6,4,3,acept,not furnished,3236,8000,1600,104,12940
Belo Horizonte,55,2,2,2,3,acept,not furnished,670,2000,177,27,2874
Belo Horizonte,24,1,1,1,7,not acept,not furnished,157,1200,0,16,1373
Rio de Janeiro,80,2,1,0,9,acept,not furnished,500,1600,158,21,2279
Sao Paulo,230,3,2,0,1,acept,not furnished,0,2500,500,32,3032
Porto Alegre,72,2,1,0,1,acept,not furnished,200,1200,67,18,1485
Porto Alegre,90,2,1,0,1,acept,not furnished,300,1353,77,20,1750
Belo Horizonte,22,1,1,0,1,not acept,furnished,0,700,0,10,710
Sao Paulo,455,4,5,4,5,acept,not furnished,8500,19500,3334,248,31580
Sao Paulo,140,3,2,1,6,not acept,not furnished,1740,2400,340,31,4511
Belo Horizonte,23,1,1,1,7,acept,not furnished,144,1300,132,18,1594
Porto Alegre,46,1,1,0,2,acept,not furnished,0,1070,56,16,1142
Campinas,70,1,1,1,2,acept,furnished,460,2350,6,30,2846
Campinas,55,1,1,0,5,acept,not furnished,473,500,17,7,997
Sao Paulo,91,2,1,1,1,acept,not furnished,615,1750,90,23,2478
Sao Paulo,50,1,1,0,1,acept,not furnished,600,1300,0,17,1917
Campinas,52,2,1,1,7,acept,not furnished,248,980,77,13,1318
Rio de Janeiro,100,3,1,1,1,acept,not furnished,1700,3000,250,39,4989
Sao Paulo,160,4,3,3,3,acept,not furnished,1600,7000,542,89,9231
Campinas,137,3,2,1,4,acept,not furnished,1500,1800,250,23,3573
Porto Alegre,42,1,1,0,2,acept,not furnished,250,1200,27,18,1495
Rio de Janeiro,90,3,2,0,1,not acept,not furnished,0,2000,0,31,2031
Rio de Janeiro,30,1,1,0,9,acept,furnished,550,1854,0,11,2415
Sao Paulo,254,4,4,3,7,acept,furnished,1300,6780,478,86,8644
Sao Paulo,40,1,1,1,5,not acept,not furnished,700,3600,180,46,4526
Rio de Janeiro,130,4,2,1,2,not acept,furnished,700,3300,145,43,4188
Campinas,128,3,3,2,1,acept,not furnished,1236,2650,682,34,4602
Campinas,42,1,1,0,1,acept,not furnished,0,690,12,9,711
Campinas,140,3,3,2,8,acept,not furnished,900,2370,0,31,3301
Sao Paulo,46,1,1,0,3,acept,not furnished,100,1600,0,21,1721
Campinas,50,2,1,1,3,acept,not furnished,300,1170,0,15,1485
Sao Paulo,54,1,1,1,13,not acept,not furnished,1484,4130,250,53,5917
Sao Paulo,40,1,1,1,13,acept,not furnished,584,3200,95,41,3920
Sao Paulo,50,2,1,1,5,acept,not furnished,570,1100,0,14,1684
Sao Paulo,75,3,1,1,1,not acept,not furnished,475,1800,0,23,2298
Sao Paulo,308,4,4,3,1,acept,not furnished,4780,15000,1917,191,21890
Sao Paulo,50,1,1,1,8,not acept,furnished,2204,3700,209,47,6160
Sao Paulo,540,4,5,5,13,acept,not furnished,3414,5100,2236,65,10820
Sao Paulo,70,3,2,1,3,acept,not furnished,380,1290,92,17,1779
Campinas,130,3,2,2,4,acept,furnished,1150,2800,184,36,4170
Sao Paulo,60,2,2,1,11,not acept,furnished,1158,5500,150,70,6878
Rio de Janeiro,45,1,1,0,4,not acept,furnished,450,4500,80,58,5088
Belo Horizonte,60,2,1,1,1,acept,not furnished,467,750,78,10,1305
Sao Paulo,340,5,4,2,7,acept,not furnished,220000,12000,1000,153,233200
Porto Alegre,58,2,1,0,2,acept,not furnished,299,750,30,11,1090
Sao Paulo,195,4,3,3,7,not acept,not furnished,2600,10000,1336,127,14060
Sao Paulo,100,2,4,0,1,acept,not furnished,0,3000,0,39,3039
Campinas,54,2,1,1,3,acept,not furnished,286,999,23,13,1321
Belo Horizonte,55,2,1,1,3,acept,not furnished,270,1300,85,18,1673
Sao Paulo,48,1,1,2,1,acept,furnished,1966,3550,486,45,6047
Sao Paulo,58,2,1,1,6,acept,not furnished,850,1700,165,22,2737
Sao Paulo,200,3,4,3,19,acept,furnished,2247,8500,1000,33,11780
Campinas,77,3,1,2,3,acept,not furnished,486,1500,49,20,2055
Belo Horizonte,72,2,1,1,9,acept,not furnished,421,1200,83,16,1720
Sao Paulo,50,2,1,2,8,not acept,not furnished,504,1800,59,23,2386
Rio de Janeiro,95,2,2,1,11,acept,not furnished,1024,3000,28120,39,32180
Sao Paulo,130,3,2,0,1,acept,furnished,550,4800,215,61,5626
Rio de Janeiro,30,1,1,0,6,not acept,not furnished,500,700,0,10,1210
Sao Paulo,300,4,3,4,9,acept,not furnished,2400,15000,0,191,17590
Rio de Janeiro,95,3,2,1,3,acept,not furnished,1000,2245,268,29,3542
Sao Paulo,80,3,1,1,1,acept,not furnished,620,1750,0,23,2393
Sao Paulo,310,3,3,2,16,not acept,not furnished,2720,15000,846,191,18760
Porto Alegre,170,3,2,0,3,acept,furnished,1750,1000,165,15,2930
Rio de Janeiro,46,2,1,0,9,not acept,not furnished,550,820,0,11,1381
Rio de Janeiro,97,3,2,0,5,acept,not furnished,900,2734,270,36,3940
Sao Paulo,130,3,2,1,4,not acept,furnished,1134,7900,386,101,9521
Rio de Janeiro,30,1,1,0,2,not acept,not furnished,350,1140,0,15,1505
Sao Paulo,40,1,1,1,11,not acept,not furnished,390,2600,96,35,3121
Sao Paulo,90,3,2,2,6,not acept,furnished,890,2100,150,27,3167
Sao Paulo,89,2,2,2,8,acept,furnished,1440,7700,351,98,9589
Sao Paulo,240,3,3,5,1,acept,not furnished,3000,3500,0,45,6545
Sao Paulo,106,3,2,0,6,acept,not furnished,1139,2430,0,31,3600
Sao Paulo,80,2,1,1,18,not acept,not furnished,550,1500,167,20,2237
Sao Paulo,22,1,1,1,25,acept,not furnished,471,2200,55,28,2754
Sao Paulo,141,4,3,2,3,acept,not furnished,1500,4010,542,51,6103
Sao Paulo,105,4,2,2,3,acept,not furnished,1659,6500,400,83,8642
Sao Paulo,70,3,1,1,2,acept,not furnished,380,1290,180,17,1867
Sao Paulo,200,3,2,1,8,acept,not furnished,1500,8000,42,102,9644
Campinas,62,2,1,0,1,acept,not furnished,280,709,22,9,1020
Sao Paulo,74,2,3,2,24,acept,not furnished,450,3200,40,41,3731
Rio de Janeiro,333,5,4,3,5,acept,not furnished,2100,7000,1000,91,10190
Sao Paulo,70,1,1,1,10,acept,furnished,469,3590,83,46,4188
Rio de Janeiro,120,3,2,2,1,acept,furnished,1790,5500,509,71,7870
Porto Alegre,35,1,1,0,1,acept,not furnished,100,960,75,15,1150
Rio de Janeiro,67,2,1,0,4,acept,not furnished,810,1529,80,17,2436
Sao Paulo,220,4,3,4,11,acept,furnished,1800,3000,1000,39,5839
Campinas,80,3,2,2,17,acept,not furnished,560,2500,175,32,3267
Sao Paulo,57,1,1,1,5,acept,not furnished,769,4800,194,61,5824
Rio de Janeiro,60,1,1,0,5,acept,not furnished,500,750,100,10,1360
Campinas,87,3,2,1,12,acept,furnished,870,1450,100,19,2439
Sao Paulo,70,1,1,1,12,acept,furnished,1000,3500,171,45,4716
Sao Paulo,140,3,3,1,1,acept,not furnished,1144,1360,256,18,2778
Belo Horizonte,80,3,2,1,7,acept,not furnished,820,2000,152,27,2999
Sao Paulo,108,3,2,2,12,not acept,not furnished,900,2900,202,37,4039
Sao Paulo,60,3,1,1,15,acept,furnished,556,2200,4,31,2791
Sao Paulo,30,1,1,1,14,not acept,furnished,460,3500,100,45,4105
Sao Paulo,110,3,3,2,2,acept,furnished,1000,3800,192,49,5041
Rio de Janeiro,70,2,1,1,5,acept,furnished,843,1100,84,15,2042
Sao Paulo,360,3,5,4,22,acept,not furnished,2330,3635,1644,47,7656
Sao Paulo,270,3,4,3,10,acept,not furnished,3809,7900,1792,101,13600
Rio de Janeiro,86,2,2,1,1,not acept,furnished,1500,5500,375,71,7446
Sao Paulo,100,3,4,2,6,not acept,not furnished,1380,3000,470,39,4889
Sao Paulo,30,1,1,1,10,acept,furnished,574,1850,0,24,2448
Sao Paulo,146,3,4,3,20,acept,furnished,1540,10000,667,127,12330
Belo Horizonte,100,3,3,1,1,acept,not furnished,350,1600,120,22,2092
Rio de Janeiro,185,3,2,1,3,acept,not furnished,2488,6900,0,89,9477
Sao Paulo,300,3,5,2,7,acept,not furnished,0,4600,609,70,5279
Sao Paulo,110,1,3,2,6,acept,not furnished,1500,8000,417,102,10020
Sao Paulo,210,3,3,3,17,acept,not furnished,2300,7000,717,89,10110
Belo Horizonte,42,2,1,1,4,acept,not furnished,175,690,63,10,938
Campinas,329,4,2,2,9,acept,not furnished,2040,6300,420,80,8840
Sao Paulo,44,1,1,0,1,acept,not furnished,100,1400,0,18,1518
Rio de Janeiro,90,3,2,1,2,not acept,furnished,1000,3800,310,49,5159
Sao Paulo,90,2,1,0,2,acept,not furnished,622,2150,212,28,3012
Porto Alegre,55,2,1,0,19,acept,not furnished,500,1200,84,18,1802
Belo Horizonte,90,3,2,0,8,not acept,not furnished,630,4200,150,56,5036
Sao Paulo,85,3,1,2,6,acept,not furnished,955,1900,270,25,3150
Sao Paulo,255,4,4,3,13,acept,furnished,0,11900,0,151,12050
Rio de Janeiro,32,1,1,0,8,acept,not furnished,574,1400,66,19,2059
Belo Horizonte,29,1,1,0,1,not acept,not furnished,0,1100,8,15,1123
Sao Paulo,48,1,1,1,15,acept,furnished,487,3000,142,39,3668
Belo Horizonte,45,1,1,1,3,not acept,furnished,300,3000,0,40,3340
Rio de Janeiro,153,3,2,1,2,acept,not furnished,1500,2550,157,33,4240
Rio de Janeiro,120,3,2,1,2,acept,not furnished,1260,2200,0,29,3489
Sao Paulo,33,1,1,0,3,acept,not furnished,350,1650,0,21,2021
Sao Paulo,180,4,4,2,10,acept,not furnished,1900,5500,507,70,7977
Campinas,84,3,1,1,3,acept,not furnished,950,1200,147,16,2313
Sao Paulo,73,3,2,1,12,acept,not furnished,923,2700,171,35,3829
Sao Paulo,50,1,2,1,9,not acept,furnished,850,3000,210,39,4099
Sao Paulo,40,1,1,1,5,not acept,not furnished,603,4320,181,55,5159
Sao Paulo,216,3,4,4,7,acept,furnished,2300,15000,900,191,18390
Sao Paulo,44,1,1,1,8,acept,not furnished,480,2300,70,30,2880
Belo Horizonte,120,3,2,2,1,not acept,not furnished,318,1700,331,23,2372
Porto Alegre,150,3,3,2,10,acept,furnished,1300,8900,250,130,10580
Sao Paulo,136,3,2,3,12,acept,furnished,1400,2500,325,32,4257
Porto Alegre,54,1,1,0,2,acept,not furnished,400,1000,25,15,1440
Sao Paulo,100,2,1,1,5,acept,furnished,1400,3800,234,49,5483
Sao Paulo,50,2,1,1,1,acept,not furnished,496,1200,0,16,1712
Rio de Janeiro,125,3,2,1,5,acept,furnished,1460,3500,295,46,5301
Rio de Janeiro,28,1,1,0,1,acept,not furnished,450,1870,0,25,2345
Porto Alegre,78,2,1,0,3,acept,not furnished,280,1480,32,22,1814
Porto Alegre,46,1,1,0,6,acept,not furnished,345,850,27,13,1235
Sao Paulo,35,1,1,1,8,not acept,furnished,593,2896,78,37,3604
Sao Paulo,104,3,2,2,2,acept,not furnished,1500,4200,432,54,6186
Sao Paulo,215,3,3,2,1,not acept,furnished,3000,15000,834,191,19030
Porto Alegre,43,1,1,0,3,acept,furnished,250,1500,25,22,1797
Sao Paulo,234,3,4,3,13,acept,not furnished,2400,7000,84,89,9573
Sao Paulo,37,1,1,0,4,acept,furnished,1320,1730,142,22,3214
Sao Paulo,50,2,1,0,1,acept,not furnished,54,2000,42,26,2122
Rio de Janeiro,71,2,2,1,12,acept,furnished,1170,3500,190,46,4906
Sao Paulo,118,3,3,2,17,acept,furnished,1000,3890,356,50,5296
Campinas,122,3,2,1,4,acept,not furnished,250,1750,117,23,2140
Rio de Janeiro,58,2,2,1,3,acept,not furnished,745,1200,44,16,2005
Porto Alegre,90,3,2,2,9,acept,not furnished,1163,2500,202,37,3902
Rio de Janeiro,85,2,1,0,8,acept,furnished,1500,2975,134,39,4648
Sao Paulo,280,4,4,4,1,acept,furnished,3600,12000,1667,172,17440
Rio de Janeiro,30,1,1,0,8,acept,furnished,500,2000,45,26,2571
Sao Paulo,54,1,2,0,7,acept,not furnished,390,3500,0,45,3935
Porto Alegre,25,1,1,0,8,acept,not furnished,277,750,27,11,1065
Belo Horizonte,95,2,2,1,10,acept,not furnished,735,1600,170,22,2527
Sao Paulo,30,1,1,0,4,acept,not furnished,250,1153,0,4,1407
Belo Horizonte,68,2,2,2,3,acept,not furnished,168,800,59,11,1038
Sao Paulo,83,3,2,2,7,acept,not furnished,804,3690,317,47,4858
Belo Horizonte,70,2,2,2,6,acept,not furnished,625,2250,211,30,3116
Belo Horizonte,50,2,1,1,3,acept,not furnished,170,1000,28,14,1212
Sao Paulo,191,4,3,3,13,not acept,not furnished,2800,9500,1200,121,13620
Sao Paulo,140,3,3,3,7,not acept,not furnished,2200,8000,800,102,11100
Sao Paulo,49,1,1,1,5,acept,not furnished,284,2600,134,33,3051
Belo Horizonte,362,5,4,4,15,not acept,not furnished,1400,7900,1504,106,10910
Rio de Janeiro,61,2,1,0,3,acept,not furnished,640,1297,21,17,1975
Sao Paulo,179,3,2,1,3,acept,not furnished,1457,5400,359,69,7285
Rio de Janeiro,120,3,3,2,5,acept,furnished,1100,2800,150,37,4087
Sao Paulo,185,3,3,3,20,acept,not furnished,2670,5600,907,71,9248
Sao Paulo,120,2,2,0,1,acept,not furnished,300,3600,120,46,4066
Sao Paulo,50,2,1,1,13,acept,not furnished,407,1715,12,22,2156
Sao Paulo,60,2,1,1,13,acept,furnished,550,1520,80,20,2170
Porto Alegre,100,4,2,1,2,acept,not furnished,750,1820,167,27,2764
Rio de Janeiro,72,1,2,1,6,acept,not furnished,580,2000,0,26,2606
Rio de Janeiro,70,2,1,0,2,acept,furnished,250,2000,7,26,2283
Sao Paulo,16,1,1,0,2,acept,not furnished,0,2700,5,35,2740
Sao Paulo,98,3,2,2,10,acept,not furnished,900,4500,0,58,5458
Sao Paulo,170,3,3,1,6,acept,not furnished,1300,2060,200,27,3587
Sao Paulo,90,2,2,1,7,acept,furnished,760,5500,142,70,6472
Sao Paulo,30,1,1,1,11,acept,furnished,500,2570,0,8,3078
Sao Paulo,140,3,3,2,3,acept,not furnished,2350,4905,59,63,7377
Sao Paulo,90,2,2,2,2,acept,not furnished,1230,3640,342,47,5259
Belo Horizonte,62,2,2,0,1,acept,not furnished,0,1300,0,18,1318
Rio de Janeiro,80,2,2,0,6,acept,not furnished,650,2500,0,33,3183
Sao Paulo,72,2,2,1,6,acept,not furnished,1100,5270,334,67,6771
Rio de Janeiro,100,2,2,3,12,not acept,not furnished,1470,3478,180,45,5173
Sao Paulo,45,1,1,1,1,not acept,furnished,3000,5520,0,70,8590
Porto Alegre,98,3,1,0,1,not acept,not furnished,240,12750,50,187,13230
Rio de Janeiro,28,1,1,0,3,acept,furnished,609,1189,0,16,1814
Rio de Janeiro,60,2,1,0,11,not acept,furnished,600,1650,0,22,2272
Sao Paulo,105,3,3,2,4,not acept,not furnished,1380,2720,417,35,4552
Sao Paulo,220,2,4,3,26,not acept,not furnished,2000,12960,834,165,15960
Sao Paulo,171,3,3,1,13,acept,not furnished,2395,5100,259,65,7819
Rio de Janeiro,156,4,3,2,4,acept,not furnished,1350,3900,600,51,5901
Belo Horizonte,75,3,2,1,3,acept,not furnished,500,1500,50,20,2070
Sao Paulo,254,3,5,4,18,acept,not furnished,2000,10000,990,127,13120
Sao Paulo,68,1,2,1,6,acept,furnished,2304,9000,532,115,11950
Sao Paulo,55,2,1,0,5,not acept,not furnished,337,1528,0,20,1885
Porto Alegre,40,1,1,0,10,acept,not furnished,200,800,19,12,1031
Sao Paulo,230,2,3,1,1,acept,furnished,3000,12000,450,153,15600
Porto Alegre,70,2,2,0,3,not acept,furnished,400,1995,80,30,2505
Porto Alegre,40,1,1,1,1,acept,not furnished,402,1050,67,16,1535
Sao Paulo,45,1,1,1,1,not acept,furnished,3000,5520,0,70,8590
Sao Paulo,270,3,4,3,4,acept,furnished,3700,7500,1471,96,12770
Campinas,54,2,1,1,10,acept,not furnished,320,1500,23,20,1863
Belo Horizonte,86,2,1,1,1,acept,not furnished,200,1310,130,18,1658
Sao Paulo,77,2,1,1,5,acept,not furnished,886,2200,0,28,3114
Sao Paulo,86,3,2,2,10,acept,furnished,550,2900,190,37,3677
Campinas,200,3,4,2,4,not acept,not furnished,2500,2000,275,26,4801
Sao Paulo,90,2,2,2,16,not acept,furnished,867,4800,203,61,5931
Sao Paulo,64,2,2,2,12,acept,not furnished,790,3400,161,44,4395
Porto Alegre,54,2,1,2,2,acept,not furnished,240,1310,30,20,1600
Sao Paulo,100,2,3,2,20,not acept,furnished,1080,10000,138,127,11350
Sao Paulo,50,2,2,1,9,acept,not furnished,390,1800,0,23,2213
Belo Horizonte,520,3,3,4,20,not acept,not furnished,2224,12000,1133,160,15520
Sao Paulo,23,1,1,0,25,acept,not furnished,393,2100,59,27,2579
Rio de Janeiro,60,1,1,0,3,acept,not furnished,520,1580,0,21,2121
Sao Paulo,96,2,1,1,4,not acept,not furnished,800,3000,0,39,3839
Rio de Janeiro,103,3,2,0,4,acept,not furnished,812,2750,200,36,3798
Sao Paulo,148,4,4,4,10,acept,furnished,2580,2000,406,26,5012
Sao Paulo,93,2,3,2,5,acept,not furnished,1006,3200,350,41,4597
Sao Paulo,72,2,2,1,4,acept,not furnished,690,2300,200,30,3220
Campinas,68,2,1,1,1,acept,not furnished,400,1500,70,20,1990
Rio de Janeiro,70,2,2,1,1,acept,furnished,950,3500,225,46,4721
Porto Alegre,38,1,1,0,1,acept,not furnished,280,690,9,11,990
Sao Paulo,107,2,2,1,12,not acept,not furnished,1300,8400,293,107,10100
Sao Paulo,38,1,1,0,1,not acept,not furnished,60,950,0,13,1023
Sao Paulo,111,3,2,0,7,acept,not furnished,1370,2500,264,32,4166
Sao Paulo,140,4,3,2,10,acept,not furnished,2000,3800,334,49,6183
Sao Paulo,178,3,3,4,12,not acept,furnished,2180,15000,850,191,18220
Sao Paulo,200,2,2,1,10,acept,furnished,2700,9500,600,121,12920
Sao Paulo,33,1,1,0,1,not acept,not furnished,338,1000,63,13,1414
Belo Horizonte,90,3,2,1,2,not acept,not furnished,300,1600,140,22,2062
Rio de Janeiro,65,2,1,0,1,not acept,not furnished,560,1600,67,21,2248
Porto Alegre,68,2,1,0,2,acept,not furnished,160,1320,26,20,1526
Porto Alegre,180,6,2,3,1,acept,not furnished,0,4800,242,71,5113
Sao Paulo,137,3,2,1,6,acept,not furnished,1480,4700,293,60,6533
Sao Paulo,165,3,2,2,8,acept,furnished,1750,6500,779,83,9112
Sao Paulo,180,2,2,1,15,acept,not furnished,1800,5350,0,68,7218
Sao Paulo,220,4,4,3,12,acept,not furnished,3600,5100,892,65,9657
Belo Horizonte,85,2,2,1,1,acept,not furnished,541,2800,0,38,3379
Rio de Janeiro,37,1,1,0,8,not acept,furnished,700,1400,209,19,2328
Porto Alegre,64,2,3,2,2,acept,not furnished,400,2750,113,41,3304
Rio de Janeiro,97,2,2,1,7,acept,not furnished,1770,4400,334,57,6561
Belo Horizonte,90,3,2,1,1,acept,not furnished,135,1300,115,18,1568
Rio de Janeiro,130,3,2,1,9,acept,not furnished,1350,4500,209,58,6117
Campinas,128,4,2,1,7,not acept,not furnished,900,3400,59,44,4403
Sao Paulo,58,2,2,1,12,not acept,furnished,928,4000,256,51,5235
Belo Horizonte,76,2,1,1,2,not acept,not furnished,200,900,0,12,1112
Sao Paulo,235,3,4,3,2,acept,not furnished,2000,2550,1000,33,5583
Belo Horizonte,45,1,1,0,9,acept,not furnished,285,1100,55,15,1455
Sao Paulo,47,2,1,1,4,not acept,not furnished,580,1100,0,14,1694
Campinas,50,1,1,0,4,acept,not furnished,418,520,23,7,968
Belo Horizonte,344,3,4,4,16,not acept,not furnished,3158,15000,1231,200,19590
Sao Paulo,38,1,1,1,12,not acept,furnished,353,1850,28,24,2255
Belo Horizonte,60,1,1,1,9,acept,not furnished,270,1400,101,19,1790
Sao Paulo,49,2,1,1,5,acept,not furnished,300,1700,21,22,2043
Belo Horizonte,48,2,1,1,3,acept,not furnished,120,900,96,12,1128
Porto Alegre,72,2,2,1,2,acept,not furnished,570,1200,60,18,1848
Sao Paulo,28,1,1,0,1,not acept,furnished,0,1750,0,23,1773
Rio de Janeiro,189,3,2,2,9,acept,not furnished,2500,8500,489,110,11600
Sao Paulo,160,3,2,0,12,acept,not furnished,1239,3900,150,50,5339
Rio de Janeiro,330,4,4,2,21,acept,not furnished,1300,15000,1084,110,17490
Sao Paulo,200,3,5,4,6,acept,not furnished,1970,1720,959,22,4671
Sao Paulo,375,4,5,5,1,acept,not furnished,4793,15000,2805,191,22790
Sao Paulo,68,2,2,1,7,acept,furnished,489,1877,0,24,2390
Sao Paulo,70,2,1,1,8,acept,not furnished,850,2500,92,32,3474
Rio de Janeiro,110,3,2,0,10,not acept,furnished,1260,2950,303,39,4552
Sao Paulo,103,3,3,2,7,not acept,not furnished,1470,5600,330,71,7471
Rio de Janeiro,26,1,1,0,2,not acept,not furnished,50,1500,59,20,1629
Belo Horizonte,88,3,2,2,2,not acept,not furnished,312,1200,109,16,1637
Sao Paulo,165,3,4,3,7,acept,not furnished,1700,4500,573,58,6831
Porto Alegre,90,3,2,2,9,acept,not furnished,433,2780,116,41,3370
Sao Paulo,174,3,4,2,2,acept,not furnished,1936,6000,390,77,8403
Sao Paulo,160,3,4,4,2,acept,not furnished,2250,2100,480,27,4857
Rio de Janeiro,168,3,2,0,1,acept,not furnished,1000,3700,417,48,5165
Campinas,100,3,2,2,1,acept,furnished,700,2200,105,28,3033
Rio de Janeiro,69,2,1,1,9,acept,furnished,500,1370,56,18,1944
Belo Horizonte,163,4,4,0,14,acept,not furnished,1005,7500,22,100,8627
Sao Paulo,86,3,1,1,5,acept,furnished,1000,2200,116,28,3344
